"Date","Source","Site ID","POC","Daily Max 8-hour Ozone Concentration","Units","Daily AQI Value","Local Site Name","Daily Obs Count","Percent Complete","AQS Parameter Code","AQS Parameter Description","Method Code","CBSA Code","CBSA Name","State FIPS Code","State","County FIPS Code","County","Site Latitude","Site Longitude"
"05/02/2023","AQS","010499991","1","0.054","ppm","50","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/03/2023","AQS","010499991","1","0.05","ppm","46","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/04/2023","AQS","010499991","1","0.055","ppm","51","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/05/2023","AQS","010499991","1","0.037","ppm","34","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/06/2023","AQS","010499991","1","0.045","ppm","42","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/07/2023","AQS","010499991","1","0.045","ppm","42","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/08/2023","AQS","010499991","1","0.048","ppm","44","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/09/2023","AQS","010499991","1","0.045","ppm","42","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/10/2023","AQS","010499991","1","0.054","ppm","50","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/11/2023","AQS","010499991","1","0.048","ppm","44","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/12/2023","AQS","010499991","1","0.043","ppm","40","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/13/2023","AQS","010499991","1","0.044","ppm","41","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/14/2023","AQS","010499991","1","0.034","ppm","31","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/15/2023","AQS","010499991","1","0.039","ppm","36","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/16/2023","AQS","010499991","1","0.038","ppm","35","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/17/2023","AQS","010499991","1","0.033","ppm","31","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/18/2023","AQS","010499991","1","0.042","ppm","39","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/19/2023","AQS","010499991","1","0.041","ppm","38","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/20/2023","AQS","010499991","1","0.031","ppm","29","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/21/2023","AQS","010499991","1","0.047","ppm","44","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/22/2023","AQS","010499991","1","0.054","ppm","50","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/23/2023","AQS","010499991","1","0.045","ppm","42","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/24/2023","AQS","010499991","1","0.051","ppm","47","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/25/2023","AQS","010499991","1","0.057","ppm","58","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/26/2023","AQS","010499991","1","0.058","ppm","61","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/27/2023","AQS","010499991","1","0.053","ppm","49","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/28/2023","AQS","010499991","1","0.052","ppm","48","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/29/2023","AQS","010499991","1","0.031","ppm","29","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/30/2023","AQS","010499991","1","0.042","ppm","39","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"05/31/2023","AQS","010499991","1","0.052","ppm","48","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/01/2023","AQS","010499991","1","0.047","ppm","44","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/02/2023","AQS","010499991","1","0.05","ppm","46","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/03/2023","AQS","010499991","1","0.064","ppm","80","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/04/2023","AQS","010499991","1","0.054","ppm","50","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/05/2023","AQS","010499991","1","0.054","ppm","50","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/06/2023","AQS","010499991","1","0.059","ppm","64","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/07/2023","AQS","010499991","1","0.08","ppm","133","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/08/2023","AQS","010499991","1","0.061","ppm","71","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/09/2023","AQS","010499991","1","0.067","ppm","90","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/10/2023","AQS","010499991","1","0.071","ppm","101","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/11/2023","AQS","010499991","1","0.058","ppm","61","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/12/2023","AQS","010499991","1","0.058","ppm","61","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/13/2023","AQS","010499991","1","0.054","ppm","50","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/14/2023","AQS","010499991","1","0.039","ppm","36","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/15/2023","AQS","010499991","1","0.042","ppm","39","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/16/2023","AQS","010499991","1","0.064","ppm","80","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/17/2023","AQS","010499991","1","0.066","ppm","87","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/18/2023","AQS","010499991","1","0.045","ppm","42","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/19/2023","AQS","010499991","1","0.05","ppm","46","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/20/2023","AQS","010499991","1","0.05","ppm","46","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/21/2023","AQS","010499991","1","0.032","ppm","30","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/22/2023","AQS","010499991","1","0.033","ppm","31","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/23/2023","AQS","010499991","1","0.043","ppm","40","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/24/2023","AQS","010499991","1","0.061","ppm","71","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/25/2023","AQS","010499991","1","0.044","ppm","41","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/26/2023","AQS","010499991","1","0.044","ppm","41","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/27/2023","AQS","010499991","1","0.055","ppm","51","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/28/2023","AQS","010499991","1","0.056","ppm","54","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/29/2023","AQS","010499991","1","0.056","ppm","54","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"06/30/2023","AQS","010499991","1","0.045","ppm","42","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/01/2023","AirNow","010499991","1","0.036","ppm","33","Sand Mountain","18","75.0000","44201","Ozone","","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/02/2023","AQS","010499991","1","0.038","ppm","35","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/03/2023","AQS","010499991","1","0.036","ppm","33","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/04/2023","AQS","010499991","1","0.04","ppm","37","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/05/2023","AQS","010499991","1","0.036","ppm","33","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/06/2023","AQS","010499991","1","0.043","ppm","40","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/07/2023","AQS","010499991","1","0.044","ppm","41","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/08/2023","AQS","010499991","1","0.041","ppm","38","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/09/2023","AQS","010499991","1","0.042","ppm","39","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/10/2023","AQS","010499991","1","0.041","ppm","38","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/11/2023","AQS","010499991","1","0.047","ppm","44","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/12/2023","AQS","010499991","1","0.042","ppm","39","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/13/2023","AQS","010499991","1","0.031","ppm","29","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/14/2023","AQS","010499991","1","0.032","ppm","30","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/15/2023","AQS","010499991","1","0.038","ppm","35","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/16/2023","AQS","010499991","1","0.049","ppm","45","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/17/2023","AQS","010499991","1","0.06","ppm","67","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/18/2023","AQS","010499991","1","0.041","ppm","38","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/19/2023","AQS","010499991","1","0.038","ppm","35","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/20/2023","AQS","010499991","1","0.035","ppm","32","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/21/2023","AQS","010499991","1","0.041","ppm","38","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/22/2023","AQS","010499991","1","0.04","ppm","37","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/23/2023","AQS","010499991","1","0.047","ppm","44","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/24/2023","AQS","010499991","1","0.05","ppm","46","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/25/2023","AQS","010499991","1","0.048","ppm","44","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/26/2023","AQS","010499991","1","0.05","ppm","46","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/27/2023","AQS","010499991","1","0.055","ppm","51","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/28/2023","AQS","010499991","1","0.046","ppm","43","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/29/2023","AirNow","010499991","1","0.038","ppm","35","Sand Mountain","18","75.0000","44201","Ozone","","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/30/2023","AQS","010499991","1","0.041","ppm","38","Sand Mountain","16","94.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"07/31/2023","AQS","010499991","1","0.049","ppm","45","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/01/2023","AQS","010499991","1","0.048","ppm","44","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/02/2023","AQS","010499991","1","0.053","ppm","49","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/03/2023","AQS","010499991","1","0.041","ppm","38","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/04/2023","AQS","010499991","1","0.05","ppm","46","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/05/2023","AQS","010499991","1","0.046","ppm","43","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/06/2023","AQS","010499991","1","0.036","ppm","33","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/07/2023","AQS","010499991","1","0.032","ppm","30","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/08/2023","AQS","010499991","1","0.037","ppm","34","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/09/2023","AQS","010499991","1","0.044","ppm","41","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/10/2023","AQS","010499991","1","0.051","ppm","47","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/11/2023","AQS","010499991","1","0.042","ppm","39","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/12/2023","AQS","010499991","1","0.034","ppm","31","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/13/2023","AQS","010499991","1","0.033","ppm","31","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/14/2023","AQS","010499991","1","0.036","ppm","33","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/15/2023","AQS","010499991","1","0.037","ppm","34","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/16/2023","AQS","010499991","1","0.04","ppm","37","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/17/2023","AQS","010499991","1","0.043","ppm","40","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/18/2023","AQS","010499991","1","0.048","ppm","44","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/19/2023","AQS","010499991","1","0.052","ppm","48","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/20/2023","AQS","010499991","1","0.054","ppm","50","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/21/2023","AQS","010499991","1","0.044","ppm","41","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/22/2023","AQS","010499991","1","0.051","ppm","47","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/23/2023","AQS","010499991","1","0.054","ppm","50","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/24/2023","AQS","010499991","1","0.054","ppm","50","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/25/2023","AQS","010499991","1","0.048","ppm","44","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/26/2023","AQS","010499991","1","0.045","ppm","42","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/27/2023","AQS","010499991","1","0.044","ppm","41","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/28/2023","AQS","010499991","1","0.04","ppm","37","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/29/2023","AQS","010499991","1","0.039","ppm","36","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/30/2023","AQS","010499991","1","0.049","ppm","45","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
"08/31/2023","AQS","010499991","1","0.048","ppm","44","Sand Mountain","17","100.0000","44201","Ozone","047","22840","Fort Payne, AL","01","Alabama","049","DeKalb","34.2890010008786","-85.970065"
